Brand,Image,Link,Price,Condition,Mileage,Engine,Transmission,Body Type,Location
Toyota,https://www.oto.my/upload/image/2024/07/05/235447/s4-143616433.jpg,/car-for-sale/235447/used-2020-toyota-hilux-double-cab-selangor/,"RM 125,900",Used,"70,000 - 74,999 km",2.8L,Automatic,Pickup,Selangor
Toyota,https://www.oto.my/upload/image/2024/07/04/235440/s4-143483984.jpg,/car-for-sale/235440/used-2020-toyota-alphard-dba-agh30w-pulau-pinang/,"RM 237,900",Used,"55,000 - 59,999 km",2.5L,Automatic,MPV,Pulau Pinang
Toyota,https://www.oto.my/upload/image/2024/07/04/235433/s4-141820512.jpg,/car-for-sale/235433/used-2023-toyota-hilux-gr-s-selangor/,"RM 160,900",Used,"15,000 - 19,999 km",2.8L,Automatic,Pickup,Selangor
Toyota,https://www.oto.my/upload/image/2024/07/03/235421/s4-142977136.jpg,/car-for-sale/235421/used-2022-toyota-vios-g-johor/,"RM 84,900",Used,"45,000 - 49,999 km",1.5L,Automatic,Sedan,Johor
Toyota,https://www.oto.my/upload/image/2024/07/03/235415/s4-142648384.jpg,/car-for-sale/235415/used-2018-toyota-c-hr-1.8l-selangor/,"RM 104,900",Used,"45,000 - 49,999 km",1.8L,Automatic,SUV,Selangor
Toyota,https://www.oto.my/upload/image/2024/07/02/235387/s4-142552866.jpg,/car-for-sale/235387/used-2019-toyota-camry-v-selangor/,"RM 140,900",Used,"80,000 - 84,999 km",2.5L,Automatic,Sedan,Selangor
Toyota,https://www.oto.my/upload/image/2024/06/29/235348/s4-141685648.jpg,/car-for-sale/235348/used-2019-toyota-yaris-e-johor/,"RM 67,900",Used,"55,000 - 59,999 km",1.5L,Automatic,Hatchback,Johor
Toyota,https://www.oto.my/upload/image/2024/06/29/235341/s4-141842840.jpg,/car-for-sale/235341/used-2023-toyota-corolla-cross-v-selangor/,"RM 122,900",Used,"45,000 - 49,999 km",1.8L,Automatic,SUV,Selangor
Toyota,https://www.oto.my/upload/image/2024/06/28/235329/s4-141673860.jpg,/car-for-sale/235329/used-2020-toyota-corolla-altis-g-pulau-pinang/,"RM 105,900",Used,"85,000 - 89,999 km",1.8L,Automatic,Sedan,Pulau Pinang
Toyota,https://www.oto.my/upload/image/2024/06/26/235290/s4-141015637.jpg,/car-for-sale/235290/used-2020-toyota-yaris-g-pulau-pinang/,"RM 72,900",Used,"95,000 - 99,999 km",1.5L,Automatic,Hatchback,Pulau Pinang
Toyota,https://www.oto.my/upload/image/2024/06/24/235247/s4-140013665.jpg,/car-for-sale/235247/used-2022-toyota-corolla-cross-v-pulau-pinang/,"RM 120,900",Used,"60,000 - 64,999 km",1.8L,Automatic,SUV,Pulau Pinang
Toyota,https://www.oto.my/upload/image/2024/06/24/235232/s4-140238101.jpg,/car-for-sale/235232/used-2016-toyota-estima-dba-acr50w-selangor/,"RM 148,900",Used,"75,000 - 79,999 km",2.4L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2024/06/22/235223/s4-139570926.jpg,/car-for-sale/235223/used-2022-toyota-vios-g-selangor/,"RM 84,900",Used,"20,000 - 24,999 km",1.5L,Automatic,Sedan,Selangor
Toyota,https://www.oto.my/upload/image/2024/06/19/235145/s4-139291020.jpg,/car-for-sale/235145/used-2022-toyota-vios-g-johor/,"RM 84,900",Used,"30,000 - 34,999 km",1.5L,Automatic,Sedan,Johor
Toyota,https://www.oto.my/upload/image/2024/06/19/235131/s4-138745647.jpg,/car-for-sale/235131/used-2022-toyota-corolla-cross-hybrid-selangor/,"RM 124,900",Used,"30,000 - 34,999 km",1.8L,Automatic,SUV,Selangor
Toyota,https://www.oto.my/upload/image/2024/06/19/235119/s4-139035643.jpg,/car-for-sale/235119/used-2020-toyota-yaris-e-selangor/,"RM 69,900",Used,"65,000 - 69,999 km",1.5L,Automatic,Hatchback,Selangor
Toyota,https://www.oto.my/upload/image/2024/06/17/235085/s4-137984058.jpg,/car-for-sale/235085/used-2022-toyota-vios-e-selangor/,"RM 73,900",Used,"30,000 - 34,999 km",1.5L,Automatic,Sedan,Selangor
Toyota,https://www.oto.my/upload/image/2024/06/13/235025/s4-137921579.jpg,/car-for-sale/235025/used-2021-toyota-hilux-e-pulau-pinang/,"RM 104,900",Used,"60,000 - 64,999 km",2.4L,Automatic,Pickup,Pulau Pinang
Toyota,https://www.oto.my/upload/image/2024/06/13/235017/s4-137505922.jpg,/car-for-sale/235017/used-2018-toyota-hilux-le-pulau-pinang/,"RM 111,900",Used,"40,000 - 44,999 km",2.8L,Automatic,Pickup,Pulau Pinang
Toyota,https://www.oto.my/upload/image/2024/06/12/234995/s4-137657440.jpg,/car-for-sale/234995/used-2022-toyota-corolla-cross-hybrid-selangor/,"RM 124,900",Used,"30,000 - 34,999 km",1.8L,Automatic,SUV,Selangor
Toyota,https://www.oto.my/upload/image/2024/06/10/234959/s4-137313671.jpg,/car-for-sale/234959/used-2022-toyota-corolla-cross-hybrid-selangor/,"RM 124,900",Used,"35,000 - 39,999 km",1.8L,Automatic,SUV,Selangor
Toyota,https://www.oto.my/upload/image/2024/06/08/234932/s4-136604978.jpg,/car-for-sale/234932/used-2019-toyota-yaris-e-selangor/,"RM 65,900",Used,"85,000 - 89,999 km",1.5L,Automatic,Hatchback,Selangor
Toyota,https://www.oto.my/upload/image/2024/06/05/234868/s4-135300729.jpg,/car-for-sale/234868/used-2021-toyota-yaris-e-selangor/,"RM 71,900",Used,"55,000 - 59,999 km",1.5L,Automatic,Hatchback,Selangor
Toyota,https://www.oto.my/upload/image/2024/06/01/234829/s4-134176966.jpg,/car-for-sale/234829/used-2018-toyota-c-hr-1.8l-johor/,"RM 98,900",Used,"95,000 - 99,999 km",1.8L,Automatic,SUV,Johor
Toyota,https://www.oto.my/upload/image/2024/05/30/234763/s4-134575494.jpg,/car-for-sale/234763/used-2020-toyota-yaris-g-johor/,"RM 73,900",Used,"75,000 - 79,999 km",1.5L,Automatic,Hatchback,Johor
Toyota,https://www.oto.my/upload/image/2024/05/25/234656/s4-132362942.jpg,/car-for-sale/234656/used-2023-toyota-vios-g-pulau-pinang/,"RM 91,900",Used,"10,000 - 14,999 km",1.5L,Automatic,Sedan,Pulau Pinang
Toyota,https://www.oto.my/upload/image/2024/05/07/234326/s4-128612394.jpg,/car-for-sale/234326/used-2022-toyota-corolla-cross-hybrid-johor/,"RM 122,900",Used,"45,000 - 49,999 km",1.8L,Automatic,SUV,Johor
Toyota,https://www.oto.my/upload/image/2024/02/29/232990/s4-20240229154422-4240-5592.jpg,/car-for-sale/232990/recond-2021-toyota-alphard-2.5-sc-selangor/,"RM 248,888",Recond,"30,000 - 34,999 km",2.5L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2024/02/29/232987/s4-20240229144042-7467-9550.jpg,/car-for-sale/232987/recond-2020-toyota-voxy-2.0-zs-kirameki-selangor/,"RM 152,888",Recond,"35,000 - 39,999 km",2.0L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2024/02/25/232884/s4-20240225221707-5867-2525.jpg,/car-for-sale/232884/recond-2019-toyota-estima-2.4-aeras-premium-selangor/,"RM 178,888",Recond,"25,000 - 29,999 km",2.4L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2024/02/25/232883/s4-20240225215345-5733-1676.jpg,/car-for-sale/232883/recond-2019-toyota-estima-2.4-aeras-premium-selangor/,"RM 186,888",Recond,"35,000 - 39,999 km",2.4L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2024/02/25/232878/s4-20240225203749-5527-4031.jpg,/car-for-sale/232878/recond-2019-toyota-voxy-2.0-zs-kirameki-selangor/,"RM 132,888",Recond,"30,000 - 34,999 km",2.0L,Automatic,SUV,Selangor
Toyota,https://www.oto.my/upload/image/2024/02/25/232877/s4-20240225202054-7172-5717.jpg,/car-for-sale/232877/recond-2021-toyota-voxy-2.0-zs-kirameki-selangor/,"RM 162,888",Recond,"10,000 - 14,999 km",2.0L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2024/02/25/232876/s4-20240225184535-6091-7686.jpg,/car-for-sale/232876/recond-2022-toyota-alphard-2.5-sc-selangor/,"RM 282,888",Recond,"5,000 - 9,999 km",2.5L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2024/02/25/232875/s4-20240225182644-5301-7150.jpg,/car-for-sale/232875/recond-2021-toyota-alphard-2.5-sc-selangor/,"RM 258,888",Recond,"25,000 - 29,999 km",2.5L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2024/02/24/232854/s4-20240224002829-8299-3268.jpg,/car-for-sale/232854/used-2014-toyota-vellfire-z-selangor/,"RM 109,888",Used,"90,000 - 94,999 km",2.4L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2024/02/19/232662/s4-20240219183357-1000-4649.jpg,/car-for-sale/232662/new-2024-toyota-yaris-1.5-e-selangor/,"RM 85,000",New,Brand New Car,1.5L,Automatic,Hatchback,Selangor
Toyota,https://www.oto.my/upload/image/2024/02/19/232661/s4-20240219174237-2132-3736.jpg,/car-for-sale/232661/new-2024-toyota-vios-1.5-e-selangor/,"RM 86,600",New,Brand New Car,1.5L,Automatic,Sedan,Selangor
Toyota,https://www.oto.my/upload/image/2024/01/30/231569/s4-20240130200910-1070-2095.jpg,/car-for-sale/231569/recond-2019-toyota-alphard-2.5-sc-selangor/,"RM 233,888",Recond,"25,000 - 29,999 km",2.5L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2024/01/30/231568/s4-20240130194450-9548-4495.jpg,/car-for-sale/231568/recond-2019-toyota-alphard-sa-selangor/,"RM 198,888",Recond,"35,000 - 39,999 km",2.5L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2024/01/30/231567/s4-20240130192404-5296-1644.jpg,/car-for-sale/231567/recond-2022-toyota-alphard-2.5-sc-selangor/,"RM 272,888",Recond,"20,000 - 24,999 km",2.5L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2024/01/05/231504/s4-20240105104858-7711-6065.jpg,/car-for-sale/231504/new-2024-toyota-fortuner-2.7-srz-selangor/,"RM 197,880",New,Brand New Car,2.7L,Automatic,SUV,Selangor
Toyota,https://www.oto.my/upload/image/2023/11/21/231374/s4-20231121170318-8458-4981.jpg,/car-for-sale/231374/new-2024-toyota-hilux-2.4-perak/,"RM 103,880",New,Brand New Car,2.4L,Manual,Pickup,Perak
Toyota,https://www.oto.my/upload/image/2023/11/07/231343/s4-20231107203410-1140-9933.jpg,/car-for-sale/231343/new-2023-toyota-corolla-cross-1.8v-perak/,"RM 127,900",New,Brand New Car,1.8L,Automatic,SUV,Perak
Toyota,https://www.oto.my/upload/image/2023/10/02/231260/s4-20240509160138-9509-4908.jpg,/car-for-sale/231260/new-2024-toyota-yaris-1.5-g-perak/,"RM 83,000",New,Brand New Car,1.5L,Automatic,Hatchback,Perak
Toyota,https://www.oto.my/upload/image/2023/09/27/231245/s4-20230927162909-6153-3273.jpg,/car-for-sale/231245/used-2011-toyota-fortuner-2.7-v-melaka/,"RM 52,800",Used,"110,000 - 119,999 km",2.7L,Automatic,SUV,Melaka
Toyota,https://www.oto.my/upload/image/2023/09/22/231220/s4-20230922135421-3116-3686.jpg,/car-for-sale/231220/recond-2023-toyota-kdy230-truck-selangor/,"RM 76,000",Recond,"0 - 4,999 km","3,059.0L",Manual,Convertible,Selangor
Toyota,https://www.oto.my/upload/image/2023/09/18/231217/s4-20230918175252-5829-2287.jpg,/car-for-sale/231217/new-2024-toyota-vios-1.5-perak/,"RM 84,600",New,Brand New Car,1.5L,Automatic,Sedan,Perak
Toyota,https://www.oto.my/upload/image/2023/09/18/231216/s4-20230918174459-6179-5792.jpg,/car-for-sale/231216/new-2023-toyota-vios-1.5-perak/,"RM 84,600",New,Brand New Car,1.5L,Automatic,Sedan,Perak
Toyota,https://www.oto.my/upload/image/2023/08/25/231114/s4-20230825142535-9002-8066.jpg,/car-for-sale/231114/used-2008-toyota-alphard-2.4-melaka/,"RM 59,800",Used,"95,000 - 99,999 km",2.4L,Automatic,MPV,Melaka
Toyota,https://www.oto.my/upload/image/2023/08/25/231110/s4-20230825122936-1005-3244.jpg,/car-for-sale/231110/used-2017-toyota-vios-1.5-j-enhanced-version-kuala-lumpur/,"RM 45,800",Used,"70,000 - 74,999 km",1.5L,Automatic,Sedan,Kuala Lumpur
Toyota,https://www.oto.my/upload/image/2023/06/11/230732/s4-20230611013610-4407-4801.jpg,/car-for-sale/230732/recond-2021-toyota-alphard-2.5-sc-selangor/,"RM 268,800",Recond,"5,000 - 9,999 km",2.5L,Automatic,MPV,Selangor
Toyota,https://www.oto.my/upload/image/2020/11/23/223257/s4-20201123134548-1111-1161.jpg,/car-for-sale/223257/recond-2020-toyota-kdy230-truck-kuala-lumpur/,"RM 55,000",Recond,"0 - 4,999 km","3,059.0L",Manual,Commercial,Kuala Lumpur
Toyota,https://www.oto.my/upload/image/2020/11/19/223181/s4-20201119155248-9656-9398.jpg,/car-for-sale/223181/recond-2020-toyota-townace-townace-kuala-lumpur/,"RM 43,000",Recond,"0 - 4,999 km","1,495.0L",Automatic,Commercial,Kuala Lumpur
Toyota,https://www.oto.my/upload/image/2020/07/27/221436/s4-20200727123633-9752-4215.jpg,/car-for-sale/221436/recond-2020-toyota-townace-townace-selangor/,"RM 50,000",Recond,"0 - 4,999 km","1,495.0L",Automatic,Commercial,Selangor
Honda,https://www.oto.my/upload/image/2024/07/27/235928/s4-148503391.jpg,/car-for-sale/235928/used-2016-honda-hr-v-s-selangor/,"RM 52,800",Used,"90,000 - 94,999 km",1.8L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2024/07/27/235923/s4-149440156.jpg,/car-for-sale/235923/used-2017-honda-civic-tc-p-johor/,"RM 89,800",Used,"70,000 - 74,999 km",1.5L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/27/235922/s4-149057947.jpg,/car-for-sale/235922/used-2022-honda-civic-s-johor/,"RM 100,800",Used,"50,000 - 54,999 km",1.8L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/27/235921/s4-149065295.jpg,/car-for-sale/235921/used-2022-honda-city-hybrid-johor/,"RM 94,800",Used,"25,000 - 29,999 km",1.5L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/27/235911/s4-149410234.jpg,/car-for-sale/235911/used-2018-honda-cr-v-i-vtec-pulau-pinang/,"RM 94,800",Used,"60,000 - 64,999 km",2.0L,Automatic,SUV,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/07/26/235906/s4-149379423.jpg,/car-for-sale/235906/used-2019-honda-jazz-v-selangor/,"RM 75,800",Used,"50,000 - 54,999 km",1.5L,Automatic,Hatchback,Selangor
Honda,https://www.oto.my/upload/image/2024/07/26/235897/s4-148961956.jpg,/car-for-sale/235897/used-2019-honda-city-e-selangor/,"RM 64,800",Used,"90,000 - 94,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/25/235885/s4-148328474.jpg,/car-for-sale/235885/used-2018-honda-civic-i-vtec-johor/,"RM 82,800",Used,"70,000 - 74,999 km",1.8L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/25/235882/s4-146427083.jpg,/car-for-sale/235882/used-2018-honda-br-v-v-selangor/,"RM 60,800",Used,"90,000 - 94,999 km",1.5L,Automatic,MPV,Selangor
Honda,https://www.oto.my/upload/image/2024/07/25/235880/s4-148109697.jpg,/car-for-sale/235880/used-2022-honda-civic-e-selangor/,"RM 115,800",Used,"40,000 - 44,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/25/235878/s4-148534952.jpg,/car-for-sale/235878/used-2022-honda-civic-e-selangor/,"RM 116,800",Used,"15,000 - 19,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/25/235873/s4-148822657.jpg,/car-for-sale/235873/used-2022-honda-civic-v-pulau-pinang/,"RM 127,800",Used,"25,000 - 29,999 km",1.5L,Automatic,Sedan,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/07/25/235869/s4-148209988.jpg,/car-for-sale/235869/used-2020-honda-civic-tc-p-selangor/,"RM 114,800",Used,"85,000 - 89,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/24/235866/s4-146810158.jpg,/car-for-sale/235866/used-2017-honda-city-i-vtec-e-selangor/,"RM 60,800",Used,"95,000 - 99,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/24/235865/s4-148250763.jpg,/car-for-sale/235865/used-2016-honda-jazz-v-selangor/,"RM 59,800",Used,"75,000 - 79,999 km",1.5L,Automatic,Hatchback,Selangor
Honda,https://www.oto.my/upload/image/2024/07/24/235864/s4-148394323.jpg,/car-for-sale/235864/used-2022-honda-city-i-vtec-s-selangor/,"RM 74,800",Used,"40,000 - 44,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/24/235860/s4-148330341.jpg,/car-for-sale/235860/used-2020-honda-jazz-v-selangor/,"RM 77,800",Used,"35,000 - 39,999 km",1.5L,Automatic,Hatchback,Selangor
Honda,https://www.oto.my/upload/image/2024/07/24/235857/s4-146713596.jpg,/car-for-sale/235857/used-2016-honda-civic-i-vtec-selangor/,"RM 76,800",Used,"65,000 - 69,999 km",1.8L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/24/235853/s4-148064524.jpg,/car-for-sale/235853/used-2021-honda-cr-v-2wd-selangor/,"RM 123,800",Used,"65,000 - 69,999 km",2.0L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2024/07/23/235844/s4-146899515.jpg,/car-for-sale/235844/used-2019-honda-city-v-selangor/,"RM 68,800",Used,"85,000 - 89,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/23/235837/s4-147586985.jpg,/car-for-sale/235837/used-2020-honda-civic-tc-p-pulau-pinang/,"RM 115,800",Used,"70,000 - 74,999 km",1.5L,Automatic,Sedan,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/07/23/235832/s4-148470772.jpg,/car-for-sale/235832/used-2020-honda-civic-tc-p-negeri-sembilan/,"RM 114,800",Used,"35,000 - 39,999 km",1.5L,Automatic,Sedan,Negeri Sembilan
Honda,https://www.oto.my/upload/image/2024/07/23/235831/s4-147425729.jpg,/car-for-sale/235831/used-2019-honda-city-v-selangor/,"RM 69,800",Used,"60,000 - 64,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/23/235827/s4-147532901.jpg,/car-for-sale/235827/used-2019-honda-jazz-e-selangor/,"RM 70,800",Used,"50,000 - 54,999 km",1.5L,Automatic,Hatchback,Selangor
Honda,https://www.oto.my/upload/image/2024/07/22/235807/s4-147567539.jpg,/car-for-sale/235807/used-2019-honda-hr-v-e-pulau-pinang/,"RM 77,800",Used,"65,000 - 69,999 km",1.8L,Automatic,SUV,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/07/22/235805/s4-147409277.jpg,/car-for-sale/235805/used-2018-honda-cr-v-tc-selangor/,"RM 103,800",Used,"95,000 - 99,999 km",1.5L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2024/07/18/235746/s4-146579620.jpg,/car-for-sale/235746/used-2018-honda-accord-vti-l-advance-selangor/,"RM 98,800",Used,"90,000 - 94,999 km",2.4L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/18/235744/s4-146663908.jpg,/car-for-sale/235744/used-2019-honda-city-i-vtec-e-selangor/,"RM 62,800",Used,"95,000 - 99,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/18/235732/s4-146267427.jpg,/car-for-sale/235732/used-2018-honda-civic-tc-selangor/,"RM 93,800",Used,"60,000 - 64,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/17/235725/s4-146392299.jpg,/car-for-sale/235725/used-2022-honda-cr-v-2wd-selangor/,"RM 128,800",Used,"45,000 - 49,999 km",2.0L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2024/07/17/235721/s4-145197812.jpg,/car-for-sale/235721/used-2021-honda-civic-tc-p-johor/,"RM 118,900",Used,"85,000 - 89,999 km",1.5L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/17/235716/s4-144940273.jpg,/car-for-sale/235716/used-2021-honda-civic-s-johor/,"RM 97,800",Used,"40,000 - 44,999 km",1.8L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/17/235713/s4-146335656.jpg,/car-for-sale/235713/used-2017-honda-civic-tc-p-johor/,"RM 89,800",Used,"90,000 - 94,999 km",1.5L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/17/235712/s4-146330304.jpg,/car-for-sale/235712/used-2020-honda-city-i-vtec-s-johor/,"RM 67,800",Used,"60,000 - 64,999 km",1.5L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/17/235705/s4-145797617.jpg,/car-for-sale/235705/used-2017-honda-civic-tc-selangor/,"RM 87,800",Used,"90,000 - 94,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/17/235697/s4-145800688.jpg,/car-for-sale/235697/used-2020-honda-civic-tc-p-selangor/,"RM 114,800",Used,"55,000 - 59,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/16/235691/s4-145521953.jpg,/car-for-sale/235691/used-2022-honda-city-e-pulau-pinang/,"RM 78,800",Used,"45,000 - 49,999 km",1.5L,Automatic,Sedan,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/07/16/235686/s4-145233631.jpg,/car-for-sale/235686/used-2017-honda-cr-v-tc-p-2wd-selangor/,"RM 103,800",Used,"90,000 - 94,999 km",1.5L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2024/07/16/235683/s4-146510823.jpg,/car-for-sale/235683/used-2024-honda-civic-rs-negeri-sembilan/,"RM 144,800",Used,"10,000 - 14,999 km",1.5L,Automatic,Sedan,Negeri Sembilan
Honda,https://www.oto.my/upload/image/2024/07/16/235667/s4-145389102.jpg,/car-for-sale/235667/used-2017-honda-city-e-selangor/,"RM 63,800",Used,"95,000 - 99,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/15/235659/s4-145587976.jpg,/car-for-sale/235659/used-2022-honda-civic-e-selangor/,"RM 118,800",Used,"15,000 - 19,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/15/235652/s4-145543055.jpg,/car-for-sale/235652/used-2021-honda-br-v-e-pulau-pinang/,"RM 71,800",Used,"40,000 - 44,999 km",1.5L,Automatic,MPV,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/07/13/235628/s4-145189827.jpg,/car-for-sale/235628/used-2021-honda-jazz-v-johor/,"RM 78,800",Used,"90,000 - 94,999 km",1.5L,Automatic,Hatchback,Johor
Honda,https://www.oto.my/upload/image/2024/07/13/235626/s4-145074751.jpg,/car-for-sale/235626/used-2022-honda-civic-rs-selangor/,"RM 135,800",Used,"50,000 - 54,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/12/235609/s4-145042673.jpg,/car-for-sale/235609/used-2019-honda-city-i-vtec-s-selangor/,"RM 60,800",Used,"80,000 - 84,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/12/235598/s4-143850610.jpg,/car-for-sale/235598/used-2022-honda-city-v-sensing-johor/,"RM 87,800",Used,"15,000 - 19,999 km",1.5L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/11/235590/s4-144953022.jpg,/car-for-sale/235590/used-2017-honda-civic-i-vtec-pulau-pinang/,"RM 81,800",Used,"85,000 - 89,999 km",1.8L,Automatic,Sedan,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/07/11/235588/s4-144660337.jpg,/car-for-sale/235588/used-2020-honda-hr-v-rs-selangor/,"RM 92,900",Used,"80,000 - 84,999 km",1.8L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2024/07/11/235584/s4-144916798.jpg,/car-for-sale/235584/used-2016-honda-city-i-vtec-e-selangor/,"RM 47,800",Used,"70,000 - 74,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/11/235574/s4-144394188.jpg,/car-for-sale/235574/used-2020-honda-jazz-s-selangor/,"RM 70,900",Used,"90,000 - 94,999 km",1.5L,Automatic,Hatchback,Selangor
Honda,https://www.oto.my/upload/image/2024/07/10/235547/s4-143471677.jpg,/car-for-sale/235547/used-2017-honda-br-v-v-pulau-pinang/,"RM 57,900",Used,"75,000 - 79,999 km",1.5L,Automatic,MPV,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/07/10/235545/s4-143911968.jpg,/car-for-sale/235545/used-2022-honda-civic-v-pulau-pinang/,"RM 123,800",Used,"55,000 - 59,999 km",1.5L,Automatic,Sedan,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/07/10/235542/s4-144702460.jpg,/car-for-sale/235542/used-2022-honda-civic-e:hev-rs-johor/,"RM 146,800",Used,"20,000 - 24,999 km",2.0L,Automatic,Sedan,Johor
Honda,https://www.oto.my/upload/image/2024/07/10/235532/s4-144298359.jpg,/car-for-sale/235532/used-2019-honda-cr-v-tc-p-2wd-selangor/,"RM 115,900",Used,"90,000 - 94,999 km",1.5L,Automatic,SUV,Selangor
Honda,https://www.oto.my/upload/image/2024/07/09/235529/s4-143458148.jpg,/car-for-sale/235529/used-2016-honda-jazz-e-selangor/,"RM 56,900",Used,"75,000 - 79,999 km",1.5L,Automatic,Hatchback,Selangor
Honda,https://www.oto.my/upload/image/2024/07/08/235515/s4-143622710.jpg,/car-for-sale/235515/used-2018-honda-br-v-e-selangor/,"RM 55,900",Used,"90,000 - 94,999 km",1.5L,Automatic,MPV,Selangor
Honda,https://www.oto.my/upload/image/2024/07/08/235507/s4-143843136.jpg,/car-for-sale/235507/used-2021-honda-civic-tc-selangor/,"RM 115,900",Used,"40,000 - 44,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/08/235503/s4-143724948.jpg,/car-for-sale/235503/used-2021-honda-civic-tc-pulau-pinang/,"RM 115,800",Used,"65,000 - 69,999 km",1.5L,Automatic,Sedan,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/07/08/235501/s4-143845251.jpg,/car-for-sale/235501/used-2020-honda-jazz-v-pulau-pinang/,"RM 77,800",Used,"20,000 - 24,999 km",1.5L,Automatic,Hatchback,Pulau Pinang
Honda,https://www.oto.my/upload/image/2024/07/08/235495/s4-143733114.jpg,/car-for-sale/235495/used-2020-honda-civic-tc-selangor/,"RM 104,900",Used,"80,000 - 84,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/08/235483/s4-143623357.jpg,/car-for-sale/235483/used-2022-honda-city-v-sensing-selangor/,"RM 87,900",Used,"30,000 - 34,999 km",1.5L,Automatic,Sedan,Selangor
Honda,https://www.oto.my/upload/image/2024/07/06/235479/s4-142974613.jpg,/car-for-sale/235479/used-2017-honda-city-i-vtec-e-johor/,"RM 62,900",Used,"65,000 - 69,999 km",1.5L,Automatic,Sedan,Johor
